image_path,class,source_dataset,original_label,domain,split
train/flood/rupakroy_Flood_12.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_13.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_14.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_15.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_16.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_17.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_18.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_19.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_20.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_21.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_22.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_23.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_24.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_25.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_26.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_27.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_28.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_29.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_30.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_31.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_32.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_33.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_34.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_35.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_36.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_37.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_38.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_39.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_40.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_41.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_42.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_43.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_44.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_45.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_46.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_47.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_48.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_49.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_50.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_51.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_52.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_53.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_54.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_55.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_56.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_57.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_58.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
train/flood/rupakroy_Flood_59.jpg,flood,rupakroy,Flood,mixed_aerial_web,train
val/flood/rupakroy_Flood_0.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_1.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_2.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_3.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_4.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_5.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_6.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_7.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_8.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_9.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_10.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_11.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_12.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_13.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_14.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_15.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_16.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_17.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_18.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
val/flood/rupakroy_Flood_19.jpg,flood,rupakroy,Flood,mixed_aerial_web,val
test/flood/rupakroy_Flood_0.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_1.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_2.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_3.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_4.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_5.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_6.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_7.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_8.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_9.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_10.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_11.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_12.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_13.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_14.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_15.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_16.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_17.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_18.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
test/flood/rupakroy_Flood_19.jpg,flood,rupakroy,Flood,mixed_aerial_web,test
train/earthquake/rupakroy_Earthquake_0.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_1.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_2.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_3.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_4.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_5.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_6.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_7.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_8.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_9.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_10.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_11.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_12.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_13.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_14.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_15.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_16.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_17.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_18.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_19.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_20.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_21.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_22.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_23.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_24.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_25.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_26.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_27.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_28.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_29.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_30.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_31.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_32.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_33.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_34.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_35.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_36.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_37.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_38.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_39.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_40.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_41.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_42.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_43.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_44.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_45.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_46.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_47.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_48.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_49.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_50.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_51.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_52.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_53.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_54.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_55.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_56.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_57.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_58.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
train/earthquake/rupakroy_Earthquake_59.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,train
val/earthquake/rupakroy_Earthquake_0.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_1.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_2.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_3.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_4.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_5.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_6.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_7.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_8.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_9.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_10.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_11.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_12.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_13.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_14.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_15.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_16.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_17.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_18.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
val/earthquake/rupakroy_Earthquake_19.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,val
test/earthquake/rupakroy_Earthquake_0.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_1.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_2.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_3.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_4.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_5.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_6.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_7.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_8.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
